ApplStandard,Brand,Country Of Manufacturer,Eff50,Eff75,EffFL,Enclr,Frame,High_eff_compl,High_eff_load,kWatt,MEPS_Applic,MEPS_compl_load,MEPS_Why,Model No,Family Name,Mount_Code,N-Standard,N-TestMethod,NumPls,Sold_in,Submit_ID,SubmitStatus,Torque_FL,Voltage,Weight,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.0,93.0,92.2,"IP55,IP56,IP65,IP66",200,No,,30.0,Yes - 2006 MEPS Level,both,,M3GP 200MLC 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109010,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.0,93.0,92.2,"IP55,IP56,IP65,IP66",200,No,,30.0,Yes - 2006 MEPS Level,both,,M3KP 200MLC 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109011,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.0,93.0,92.2,"IP55,IP56,IP65,IP66",200,No,,30.0,Yes - 2006 MEPS Level,both,,M3JP 200MLC 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109012,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,95.4,95.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,75,,M3GP 355SMA 6-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109013,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,95.4,95.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,75,,M3KP 355SMA 6-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109014,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,95.4,95.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,75,,M3JP 355SMA 6-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109015,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,95.4,95.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,75,,M3BP 355SMA 6-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109016,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,96.0,96.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,both,,M3GP 355SMA 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109017,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,96.0,96.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,both,,M3KP 355SMA 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109018,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,96.0,96.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,both,,M3JP 355SMA 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109019,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",95.2,96.0,96.0,"IP55,IP56,IP65,IP66",355,No,,160.0,Yes - 2006 MEPS Level,both,,M3BP 355SMA 2G,,"B3,B5,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109020,Approved,,"380,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.0,86.8,85.7,"IP55,IP56,IP65,IP66",100,No,,3.0,Yes - 2006 MEPS Level,75,,M3AA 100LD 4E,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109021,Approved,,415,,2022-12-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.2,94.5,94.2,"IP55,IP56,IP65,IP66",280,No,,75.0,Yes - 2006 MEPS Level,both,,M3GP 280SMA 4-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109022,Approved,,"230,400,415,690",,2022-10-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.2,94.5,94.2,"IP55,IP56,IP65,IP66",280,No,,75.0,Yes - 2006 MEPS Level,both,,M3KP 280SMA 4-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109023,Approved,,"230,400,415,690",,2022-10-19,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.2,94.5,94.2,"IP55,IP56,IP65,IP66",280,No,,75.0,Yes - 2006 MEPS Level,both,,M3JP 280SMA  4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109024,Approved,,"230,400,415,690",,2022-10-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.2,94.5,94.2,"IP55,IP56,IP65,IP66",280,No,,75.0,Yes - 2006 MEPS Level,both,,M3BP 280SMA 4-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109025,Approved,,"230,400,415,690",,2022-10-20,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.6,95.5,95.7,"IP55,IP56,IP65,IP66",315,No,,170.0,Yes - 2006 MEPS Level,both,,M3JP 315MLA 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109026,Approved,,"230,400,415,690",,2022-10-11,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.9,89.1,89.6,"IP55,IP56,IP65,IP66",160,No,,7.5,Yes - 2006 MEPS Level,both,,M3GP 160MLB-6H,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109027,Approved,,"230,400,415,690",,2022-08-24,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.9,89.1,89.6,"IP55,IP56,IP65,IP66",160,No,,7.5,Yes - 2006 MEPS Level,both,,M3KP 160MLB-6H,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109028,Approved,,"230,400,415,690",,2022-08-24,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.9,89.1,89.6,"IP55,IP56,IP65,IP66",160,No,,7.5,Yes - 2006 MEPS Level,both,,M3JP 160MLB-6H,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109029,Approved,,"230,400,415,690",,2022-08-25,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",92.56,92.52,91.8,"IP55,IP56,IP65,IP66",180,Yes - 2005 High Efficiency Level,both,15.0,Yes - 2006 MEPS Level,both,,M3BP 180MLA 6K,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109030,Approved,,"230,400,415,690",,2022-08-24,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",90.3,90.9,90.5,"IP55,IP56,IP65,IP66",180,No,,15.0,Yes - 2006 MEPS Level,both,,M3BP 180MLA 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 61972,A,6,"Australia,Fiji,New Zealand",109031,Approved,,"230,400,415,690",,2022-08-24,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.2,92.8,91.7,"IP55,IP56,IP65,IP66",225,No,,37.0,Yes - 2006 MEPS Level,75,,M3GP 225SMC 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109032,Approved,,"230,400,415,690",,2022-08-25,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.2,92.8,91.7,"IP55,IP56,IP65,IP66",225,No,,37.0,Yes - 2006 MEPS Level,75,,M3KP 225SMC 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109033,Approved,,"230,400,415,690",,2022-08-25,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.2,92.8,91.7,"IP55,IP56,IP65,IP66",225,No,,37.0,Yes - 2006 MEPS Level,75,,M3JP 225SMC 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109034,Approved,,"230,400,415,690",,2022-08-25,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",75.4,79.2,80.3,"IP55,IP56,IP65,IP66",132,No,,2.2,Yes - 2006 MEPS Level,100,,M3GP 132SMC-8H,,"B3,B5,B8,B14,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",109035,Approved,,"230,400,415,690",,2022-08-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",75.4,79.2,80.3,"IP55,IP56,IP65,IP66",132,No,,2.2,Yes - 2006 MEPS Level,100,,M3KP 132SMC_8H,,"B3,B5,B8,B14,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",109036,Approved,,"230,400,415,690",,2022-08-16,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",75.4,79.2,80.3,"IP55,IP56,IP65,IP66",315,No,,2.2,Yes - 2006 MEPS Level,100,,M3JP 132SMC-8H,,"B3,B5,B8,B14,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",109037,Approved,,"230,400,415,690",,2022-08-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",69.7,76.0,79.0,"IP55,IP56,IP65,IP66",132,No,,1.5,Yes - 2006 MEPS Level,100,,M3GP 132SMC-8H,,"B3,B5,B8,B14,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",109038,Approved,,"230,400,415,690",,2022-08-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",69.7,76.0,79.0,"IP55,IP56,IP65,IP66",132,No,,1.5,Yes - 2006 MEPS Level,100,,M3KP 132SMC-8H,,"B3,B5,B8,B14,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",109039,Approved,,"230,400,415,690",,2022-08-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",69.7,76.0,79.0,"IP55,IP56,IP65,IP66",132,No,,1.5,Yes - 2006 MEPS Level,100,,M3JP 132SMC-8H,,"B3,B5,B8,B14,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,8,"Australia,Fiji,New Zealand",109040,Approved,,"230,400,415,690",,2022-08-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",91.4,91.6,90.8,"IP55,IP56,IP65,IP66",180,No,,18.5,Yes - 2006 MEPS Level,both,,M3AA 180MLB 6G,,"B3,B5,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109041,Approved,,"230,400,415,690",,2022-08-09,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",91.2,91.5,90.8,"IP55,IP56,IP65,IP66",180,No,,18.5,Yes - 2006 MEPS Level,both,,M3BP 180MLB 6G,,"B3,B5,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",109042,Approved,,"230,400,415,690",,2022-08-09,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",90.6,90.3,89.0,"IP44,IP54,IP55,IP56,IP65,IP66",132,Yes - 2005 High Efficiency Level,75,5.5,Yes - 2006 MEPS Level,both,,DRE132M4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109043,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"United States of America,New Zealand,Germany,China,Australia",90.6,90.3,89.0,"IP44,IP54,IP55,IP56,IP65,IP66",132,Yes - 2005 High Efficiency Level,75,5.5,Yes - 2006 MEPS Level,both,,EDRE132M4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109044,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",88.8,89.4,88.8,"IP44,IP54,IP55,IP56,IP65,IP66",132,No,,7.5,Yes - 2006 MEPS Level,75,,DRE132MC4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109045,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",91.3,91.7,91.1,"IP54,IP55,IP56,IP65,IP66",160,No,,9.2,Yes - 2006 MEPS Level,both,,DRE160M4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109046,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"United States of America,New Zealand,Germany,China,Australia",91.3,91.7,91.1,"IP54,IP55,IP56,IP65,IP66",160,No,,9.2,Yes - 2006 MEPS Level,both,,EDRE160M4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109047,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",91.0,91.4,90.7,"IP54,IP55,IP56,IP65,IP66",160,No,,11.0,Yes - 2006 MEPS Level,both,,DRE160MC4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109048,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,BALDOR,United States of America,79.0,82.9,84.2,IP55,56C,No,,1.119,Yes - 2006 MEPS Level,both,,35S596N909G1,,"V8,V9",IEEE 112-B(USA),A,4,"Australia,Fiji,New Zealand",109053,Approved,,"400,415",,2022-07-26,,Single product class,Available,,http://www.baldor.com/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"Thailand,United States of America,New Zealand,Germany,Australia",92.4,93.3,93.2,"IP54,IP55,IP56,IP65,IP66",200,Yes - 2005 High Efficiency Level,both,22.0,Yes - 2006 MEPS Level,both,,EDRE200L4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109054,Approved,,400,,2022-07-21,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",93.3,93.8,93.5,"IP54,IP55,IP56,IP65,IP66",225,Yes - 2005 High Efficiency Level,both,30.0,Yes - 2006 MEPS Level,both,,EDRE225S4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109055,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",93.7,94.0,93.6,"IP54,IP55,IP56,IP65,IP66",225,Yes - 2005 High Efficiency Level,75,37.0,Yes - 2006 MEPS Level,both,,EDRE225M4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109056,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",95.7,96.0,95.7,"IP44,IP54,IP55,IP56,IP65,IP66",315,Yes - 2005 High Efficiency Level,both,110.0,Yes - 2006 MEPS Level,both,,DRE315K4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109057,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",94.9,95.4,95.2,"IP54,IP55,IP56,IP65,IP66",315,No,,132.0,Yes - 2006 MEPS Level,both,,DRE315S4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109058,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"China,United States of America,New Zealand,Germany,Australia",95.2,95.5,95.2,"IP54,IP55,IP56,IP65,IP66",315,No,,160.0,Yes - 2006 MEPS Level,both,,DRE315M4,,"B3,B5,B6,B7,B9,B35,V1,V5",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109059,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"United States of America,New Zealand,Germany,China,Australia",81.4,83.7,83.6,"IP54,IP55,IP56,IP65,IP66",80,,,0.75,Yes - 2018 MEPS Level,both,,DRN80M4,DRN80M4,"B3,B5,B6,B7,B8,B9,B34,B35,V1,V3,V5,V6,V8,V9",IEC 60034-2-1 (Edition 2.0),2-1-1B,4,"Australia,Fiji,New Zealand",109060,Approved,,400,,2022-07-21,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"United States of America,New Zealand,Germany,China,Australia",81.4,83.7,83.6,"IP54,IP55,IP56,IP65,IP66",80,,,0.75,Yes - 2018 MEPS Level,both,,EDRN80M4,DRN80M4,"B3,B5,B6,B7,B8,B9,B34,B35,V1,V3,V5,V6,V8,V9",IEC 60034-2-1 (Edition 2.0),2-1-1B,4,"Australia,Fiji,New Zealand",109060,Approved,,400,,2022-07-21,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"United States of America,New Zealand,Germany,China,Australia",84.2,85.9,85.7,"IP54,IP55,IP56,IP65,IP66",90,,,1.1,Yes - 2018 MEPS Level,both,,DRN90S4,DRN90S4,"B3,B5,B6,B7,B8,B9,B34,B35,V1,V3,V5,V6,V8,V9",IEC 60034-2-1 (Edition 2.0),2-1-1B,4,"Australia,Fiji,New Zealand",109061,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SEW-EURODRIVE,"United States of America,New Zealand,Germany,China,Australia",84.2,85.9,85.7,"IP54,IP55,IP56,IP65,IP66",90,,,1.1,Yes - 2018 MEPS Level,both,,EDRN90S4,DRN90S4,"B3,B5,B6,B7,B8,B9,B34,B35,V1,V3,V5,V6,V8,V9",IEC 60034-2-1 (Edition 2.0),2-1-1B,4,"Australia,Fiji,New Zealand",109061,Approved,,400,,2022-07-20,,Single product class,Available,http://www.sew-eurodrive.com.au/,http://www.sew-eurodrive.com.au
AS/NZS 1359.5:2004,CEG,China,84.3,85.4,84.7,IP55,80 M (foot),No,,1.1,Yes - 2006 MEPS Level,both,,GGSM32001103,,"B3,B5,B6,B7,B8,B9,B10,B14,B15,B20,B25,B30,B34,B35,V1,V2,V3,V4,V5,V6,V8,V9,V10,V14,V15,V16,V18,V19,V30,V31,V36",AS/NZS 1359.102.3:2000,B,2,"Australia,Fiji,New Zealand",109062,Approved,,"380,400,415",,2117-08-03,,Single product class,Available,http://www.ceg.co/,http://www.ceg.co/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,SAMT,China,82.5,84.2,84.2,IP66,90 S (foot),No,,1.1,Yes - 2006 MEPS Level,both,,YSS90S-4,,"B3,B5,B14,B34,B35",IEC 60034-2-1 (Edition 2.0),B,4,"Australia,Fiji,New Zealand",109063,Approved,,"240,415",,2022-07-28,,Single product class,Available,,http://www.samt.com.au/
